Date,Open,High,Low,Close,Adj Close,Volume
2014-04-30,50.564999,50.910000,50.474998,50.652500,47.230461,12145600
2014-05-01,51.025002,51.827499,50.840000,51.522499,48.041687,14273200
2014-05-02,51.435001,51.775002,51.000000,51.105000,47.652374,10908800
2014-05-05,50.937500,51.970001,50.750000,51.782501,48.284142,13792800
2014-05-06,51.674999,51.755001,51.299999,51.340000,47.871517,10873200
2014-05-07,51.752499,52.250000,51.110001,52.174999,48.650097,14732000
2014-05-08,52.232498,53.025002,52.152500,52.724998,49.162941,14613600
2014-05-09,52.544998,52.717499,52.037498,52.702499,49.141979,11795600
2014-05-12,52.770000,53.119999,52.757500,52.924999,49.349434,8732800
2014-05-13,52.997501,53.172501,52.849998,53.014999,49.433353,7137600
2014-05-14,52.799999,52.970001,52.465000,52.465000,49.012955,6838000
2014-05-15,52.250000,52.422501,51.605000,51.862499,48.450111,12685200
2014-05-16,51.897499,52.522499,51.897499,52.452499,49.001282,12279600
2014-05-19,52.345001,52.744999,52.212502,52.590000,49.129749,7039600
2014-05-20,52.580002,52.580002,51.849998,51.980000,48.559872,8740000
2014-05-21,52.212502,52.667500,52.147499,52.525002,49.069016,9096400
2014-05-22,52.532501,52.570000,52.174999,52.342499,48.898514,16870000
2014-05-23,52.497501,53.067501,52.427502,53.017502,49.529114,11117600
2014-05-27,53.247501,53.630001,53.205002,53.625000,50.096649,9676800
2014-05-28,53.625000,53.625000,53.252499,53.450001,49.933140,7223200
2014-05-29,53.500000,53.672501,53.375000,53.667500,50.136337,5260400
2014-05-30,53.970001,53.987499,53.332500,53.707500,50.173702,6136400
2014-06-02,53.842499,53.922501,53.209999,53.380001,49.867748,6364000
2014-06-03,53.257500,53.307499,52.700001,52.830002,49.353951,9011600
2014-06-04,52.790001,52.857498,52.362499,52.857498,49.379627,12589600
2014-06-05,53.029999,53.125000,52.654999,53.055000,49.564144,6597600
2014-06-06,53.132500,53.349998,52.902500,53.250000,49.746300,10002400
2014-06-09,53.372501,53.497501,52.907501,53.145000,49.648228,5516400
2014-06-10,53.250000,53.695000,53.187500,53.562500,50.038254,6835600
2014-06-11,53.247501,53.477501,53.029999,53.169998,49.671581,6758000
2014-06-12,53.097500,53.292500,52.807499,52.942501,49.459042,6218000
2014-06-13,52.967499,53.017502,52.712502,52.822498,49.346951,7085200
2014-06-16,52.720001,52.747501,52.492500,52.560001,49.101707,7899200
2014-06-17,52.535000,52.980000,52.474998,52.702499,49.234848,5722400
2014-06-18,52.612499,52.812500,52.257500,52.812500,49.337601,10326000
2014-06-19,52.867500,53.040001,52.005001,52.580002,49.120396,15331200
2014-06-20,52.880001,53.029999,52.275002,52.372501,48.926540,18358800
2014-06-23,52.250000,52.452499,52.044998,52.367500,48.921860,14765200
2014-06-24,52.317501,52.647499,51.845001,51.947498,48.529510,13089600
2014-06-25,51.827499,52.622501,51.827499,52.264999,48.826130,8244800
2014-06-26,52.457500,52.465000,51.889999,52.240002,48.802776,8580400
2014-06-27,52.025002,52.474998,51.965000,52.320000,48.877502,12961200
2014-06-30,52.165001,52.935001,52.125000,52.677502,49.211483,9961600
2014-07-01,52.987499,53.837502,52.957500,53.562500,50.038254,10993600
2014-07-02,53.720001,53.872501,53.562500,53.709999,50.176041,5768800
2014-07-03,53.827499,54.250000,53.775002,54.127499,50.566078,5571600
2014-07-07,54.107498,54.387501,53.910000,54.185001,50.619801,6612400
2014-07-08,54.192501,54.222500,53.287498,53.814999,50.274132,12149200
2014-07-09,53.875000,54.070000,53.627499,54.040001,50.484325,5177200
2014-07-10,53.450001,54.222500,53.169998,53.884998,50.339523,8536800
2014-07-11,53.987499,54.259998,53.592499,54.250000,50.680511,5696800
2014-07-14,54.687500,55.590000,54.412498,55.257500,51.621716,13716400
2014-07-15,55.417500,56.187500,55.224998,55.445000,51.796890,10900800
2014-07-16,55.735001,55.790001,55.270000,55.667500,52.004742,8853200
2014-07-17,55.485001,55.500000,54.457500,54.470001,50.886044,9806000
2014-07-18,54.794998,55.472500,54.730000,55.049999,51.427868,11068000
2014-07-21,54.882500,55.032501,54.627499,54.805000,51.198994,6168400
2014-07-22,55.230000,55.647499,55.152500,55.314999,51.675426,7699200
2014-07-23,55.372501,55.634998,55.169998,55.299999,51.661427,8189200
2014-07-24,55.847500,55.962502,55.457500,55.685001,52.021095,11947600
2014-07-25,53.525002,54.174999,52.834999,53.692501,50.159691,27530400
2014-07-28,53.605000,53.740002,53.279999,53.555000,50.031239,10401600
