Date,Open,High,Low,Close,Adj Close,Volume
2014-04-30,158.380005,160.360001,158.190002,159.820007,132.120544,2745700
2014-05-01,159.800003,161.000000,159.699997,160.369995,132.575241,2079500
2014-05-02,160.460007,161.839996,158.570007,158.880005,131.343475,2561500
2014-05-05,156.500000,156.899994,154.520004,156.350006,129.251999,3015700
2014-05-06,155.850006,155.850006,154.179993,154.539993,127.755669,3073100
2014-05-07,155.410004,156.309998,153.710007,155.520004,128.565872,3260900
2014-05-08,155.759995,158.220001,155.199997,157.399994,130.119965,2719600
2014-05-09,157.570007,157.899994,155.679993,157.199997,129.954666,2637000
2014-05-12,157.910004,159.949997,157.910004,159.550003,131.897354,2256100
2014-05-13,159.559998,160.899994,159.130005,160.279999,132.500870,1901500
2014-05-14,160.199997,160.889999,159.279999,159.449997,131.814697,2128700
2014-05-15,158.690002,158.960007,155.919998,156.639999,129.491730,2769300
2014-05-16,155.610001,156.970001,154.839996,156.429993,129.318115,2845600
2014-05-19,156.250000,157.990005,156.009995,157.669998,130.343155,1618000
2014-05-20,157.479996,157.910004,155.610001,156.350006,129.251999,2034900
2014-05-21,157.160004,159.750000,157.130005,159.350006,131.732071,4226300
2014-05-22,158.949997,160.300003,158.649994,159.850006,132.145432,1645100
2014-05-23,159.910004,160.479996,159.509995,160.160004,132.401611,1210200
2014-05-27,161.119995,163.429993,160.580002,161.770004,133.732605,3248800
2014-05-28,160.910004,161.610001,159.779999,161.190002,133.707718,1855200
2014-05-29,161.139999,162.000000,159.619995,160.740005,133.334442,1779200
2014-05-30,160.419998,160.639999,159.160004,159.809998,132.563004,2206300
2014-06-02,159.779999,160.199997,157.910004,160.029999,132.745483,2162500
2014-06-03,159.850006,161.929993,159.279999,161.800003,134.213684,2408600
2014-06-04,161.440002,162.729996,160.860001,162.389999,134.703110,2098400
2014-06-05,162.720001,163.429993,161.559998,162.580002,134.860703,1859600
2014-06-06,162.899994,166.259995,162.899994,166.190002,137.855225,3478100
2014-06-09,166.039993,166.860001,165.639999,166.000000,137.697632,2377500
2014-06-10,165.860001,167.259995,165.479996,166.360001,137.996277,1684500
