,Timestamp,Target,Target_trend,minutes,hours,dayofweek,month,quarter,lag1_Target,lag2_Target,lag3_Target,lag4_Target,lag5_Target,Target_cos_165,Target_sin_165,Target_cos_3960,Target_sin_3960,Target_cos_990,Target_sin_990,Target_cos_3958,Target_sin_3958,Target_cos_172,Target_sin_172,Target_cos_74,Target_sin_74,anomaly
5,2021-12-13 05:00:00,-1.0264875970647918,-0.8374735279642999,0,5,0,12,4,-1.0359964915500937,-0.956298810546141,-0.9677904881941808,-0.9032582120056092,-1.0120146116818656,-0.959492972520922,0.28173256056580515,-0.1423148387406536,-0.9898214418137353,0.8412535318100739,-0.5406408190444715,-0.2776115559272576,0.9606934079172434,0.18579093620011283,-0.9825892977362849,-0.716442669779678,-0.6976459710476133,0
6,2021-12-13 06:00:00,-0.9341565847857332,-0.8372501965926546,0,6,0,12,4,-1.0264875970647918,-1.0359964915500937,-0.956298810546141,-0.9677904881941808,-0.9032582120056092,-0.14231482851108732,0.9898214432845248,-0.654860734021238,-0.7557495742884447,-0.9594929737277541,-0.2817325564557129,0.2844654853008054,0.9586862821969329,-0.3439664480863164,-0.9389819394380722,0.4079203359750242,-0.9130175242009451,0
7,2021-12-13 07:00:00,-1.109608493916492,-0.8370268652210092,0,7,0,12,4,-0.9341565847857332,-1.0264875970647918,-1.0359964915500937,-0.956298810546141,-0.9677904881941808,0.8412535373687692,0.5406408103949727,-0.9594929736692908,-0.28173255665482067,0.4154150137095332,0.909631995031347,0.7566700290155973,0.6537969617469441,-0.7765380131365166,-0.630070404124802,0.9976722990983778,0.06819078832039499,0
8,2021-12-13 08:00:00,-0.6967663825709153,-0.8368035338493638,0,8,0,12,4,-1.109608493916492,-0.9341565847857332,-1.0264875970647918,-1.0359964915500937,-0.956298810546141,0.8412535290881208,-0.5406408232799131,-0.9594929735332248,0.28173255711821854,0.41541501195226554,-0.9096319958338642,0.9898163079670524,0.14235054085767732,-0.9897030369977509,-0.14313594432366947,0.27989779183249447,0.9600298048119619,0
9,2021-12-13 09:00:00,-0.8628680843265475,-0.8365802024777186,0,9,0,12,4,-0.6967663825709153,-1.109608493916492,-0.9341565847857332,-1.0264875970647918,-1.0359964915500937,-0.1423148436715471,-0.9898214411047799,-0.6548607336562403,0.7557495746047169,-0.9594929731834906,0.2817325583093042,0.9102453388588824,-0.4140693457449831,-0.923232918399281,0.38424078178135457,-0.804704344645097,0.5936757681675284,0
10,2021-12-13 10:00:00,-1.0289697860821798,-0.8363568711060732,0,10,0,12,4,-0.8628680843265475,-0.6967663825709153,-1.109608493916492,-0.9341565847857332,-1.0264875970647918,-0.9594929747369677,-0.2817325530186468,-0.14231483780168677,0.9898214419487383,0.8412535338615299,0.5406408158523436,0.5430963464083975,-0.8396703868291711,-0.5959084216725968,0.8030523974060937,-0.8346794151857836,-0.5507361199931582,0
11,2021-12-13 11:00:00,-0.9877782466629728,-0.8361335397344278,0,11,0,12,4,-1.0289697860821798,-0.8628680843265475,-0.6967663825709153,-1.109608493916492,-0.9341565847857332,-0.6548607320449029,0.7557495760009488,0.4154150130971918,0.9096319953109938,-0.1423148386881137,-0.9898214418212894,0.004364411336799204,-0.9999904759114875,-0.10021328055664062,0.9949659785138767,0.22925724947966228,-0.9733658682946613,0
12,2021-12-13 12:00:00,-0.8912824465887581,-0.8359102083627825,0,12,0,12,4,-0.9877782466629728,-1.0289697860821798,-0.8628680843265475,-0.6967663825709153,-1.109608493916492,0.41541502072970404,0.9096319918253423,0.8412535329386392,0.5406408172883895,-0.6548607333444323,0.7557495748749001,-0.5357463924105494,-0.8443789451538223,0.4237965646121396,0.9057574023009409,0.992734602373999,-0.1203245995187108,0
13,2021-12-13 13:00:00,-1.0987193660525416,-0.8356868769911372,0,13,0,12,4,-0.8912824465887581,-0.9877782466629728,-1.0289697860821798,-0.8628680843265475,-0.6967663825709153,1.0,-7.0259391459839405e-09,1.0,-2.9274746441599754e-10,1.0,-1.1709898576639902e-09,-0.9065963585250075,-0.42199886576766543,0.8280650306342495,0.5606320585202914,0.45515674421752556,0.8904113308989852,0
14,2021-12-13 14:00:00,-1.1044053205495803,-0.8354635456194918,0,14,0,12,4,-1.0987193660525416,-0.8912824465887581,-0.9877782466629728,-1.0289697860821798,-0.8628680843265475,0.41541500794766595,-0.9096319976627035,0.8412535326220968,-0.5406408177809393,-0.6548607351143825,-0.7557495733412296,-0.9910211406108262,0.13370526864120577,0.9983682803018373,0.05710321258170917,-0.6789391301486483,0.734194563826917,0
15,2021-12-13 15:00:00,-0.8920106266013957,-0.8352402142478463,0,15,0,12,4,-1.1044053205495803,-1.0987193660525416,-0.8912824465887581,-0.9877782466629728,-1.0289697860821798,-0.6548607370338307,-0.7557495716780182,0.41541501298818734,-0.9096319953607745,-0.14231483821365806,0.9898214418895058,-0.7623480264757238,0.6471672786293889,0.8865880712951626,-0.46255982514386573,-0.9232329189449805,-0.3842407804701774,0
16,2021-12-13 16:00:00,-0.8750928500712063,-0.8350168828762011,0,16,0,12,4,-0.8920106266013957,-1.1044053205495803,-1.0987193660525416,-0.8912824465887581,-0.9877782466629728,-0.9594929728771673,0.28173255935254554,-0.1423148383812222,-0.9898214418654138,0.8412535325953602,-0.5406408178225423,-0.2928227711119756,0.9561667347896514,0.5243072833584379,-0.8515291378557135,0.042441190360107885,-0.9990989667499497,0
17,2021-12-13 17:00:00,-0.858175073541017,-0.8347935515045557,0,17,0,12,4,-0.8750928500712063,-0.8920106266013957,-1.1044053205495803,-1.0987193660525416,-0.8912824465887581,-0.14231482976269666,0.9898214431045705,-0.6548607340987279,-0.7557495742212993,-0.9594929738433025,-0.28173255606219116,0.2692153374544558,0.963080008140177,0.013886365987337246,-0.9999035797714027,0.952492857636388,-0.30456092354677994,0
18,2021-12-13 18:00:00,-1.0254892491349572,-0.8345702201329104,0,18,0,12,4,-0.858175073541017,-0.8750928500712063,-0.8920106266013957,-1.1044053205495803,-1.0987193660525416,0.8412535366851398,0.5406408114587209,-0.9594929736981779,-0.28173255655644025,0.41541501408260517,0.9096319948609707,0.7461989983070453,0.6657229565859677,-0.50045807400092,-0.865760773058753,0.6142291921821079,0.789127682616264,0
